,Unnamed: 0,Unnamed: 0.1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
12277,12277,12388,6446200060,01/01/1970,660000.0,3,2.5,2590,35640,1.0,0,0,3,9,2590,0,1987,0,98029,47.5516,-122.03,2590,31200
12278,12278,12389,1545800710,01/01/1970,258000.0,3,1.75,1620,7540,1.0,0,0,3,7,1310,310,1988,0,98038,47.3635,-122.052,1580,7540
12279,12279,12390,3522059196,01/01/1970,355000.0,3,1.75,2040,22693,1.0,0,0,4,8,2040,0,1980,0,98042,47.3519,-122.14,1950,6280
12280,12280,12391,4365200186,01/01/1970,253500.0,2,1.0,810,4800,1.0,0,0,3,7,810,0,1948,0,98126,47.5232,-122.375,1240,7740
12281,12281,12392,2064800890,01/01/1970,422500.0,3,1.0,1270,8920,1.0,0,0,5,7,1270,0,1969,0,98056,47.534,-122.17200000000001,1590,8589
12282,12282,12393,9268710390,01/01/1970,239000.0,2,2.0,1470,2052,1.5,0,0,3,7,1470,0,1986,0,98003,47.3086,-122.32799999999999,1470,2052
12283,12283,12394,2273600260,01/01/1970,628000.0,3,2.25,1720,8521,1.0,0,0,4,7,1140,580,1984,0,98033,47.6882,-122.184,1530,8692
12284,12284,12395,9206950200,01/01/1970,352000.0,2,2.5,1320,1957,1.0,0,0,3,8,660,660,2004,0,98106,47.5364,-122.365,1420,2198
12285,12285,12396,2291400341,01/01/1970,311600.0,3,2.25,1358,1196,3.0,0,0,3,7,1358,0,2007,0,98133,47.7052,-122.346,1358,1196
12286,12286,12397,1311400350,01/01/1970,235000.0,4,1.5,2070,7245,1.0,0,0,4,7,1060,1010,1964,0,98001,47.3417,-122.281,1450,7350
12287,12287,12398,191100810,01/01/1970,870000.0,5,2.25,2910,9525,2.0,0,0,4,9,2910,0,1968,0,98040,47.5633,-122.21799999999999,2740,9525
12288,12288,12399,7895500550,01/01/1970,190848.0,4,1.5,1370,7904,1.0,0,0,3,7,900,470,1970,0,98001,47.3344,-122.28,1370,7900
12289,12289,12400,9221400335,01/01/1970,570000.0,4,1.75,2340,5080,1.0,0,0,5,7,1170,1170,1924,0,98115,47.6746,-122.32,1270,3270
12290,12290,12401,6087100070,01/01/1970,661254.0,4,4.0,2290,6250,1.5,0,0,5,7,1690,600,1940,0,98116,47.5824,-122.384,1920,4335
12291,12291,12402,3052700695,01/01/1970,575000.0,4,2.0,1650,5000,1.0,0,0,3,7,1650,0,1955,0,98117,47.6781,-122.374,1690,2276
12292,12292,12403,6150200435,01/01/1970,230000.0,2,0.75,650,5360,1.0,0,0,4,5,650,0,1931,0,98133,47.7281,-122.335,1110,6700
12293,12293,12404,5423040140,01/01/1970,680000.0,3,2.25,2300,9914,2.0,0,0,4,8,2300,0,1980,0,98027,47.5677,-122.086,2240,9032
12294,12294,12406,123039336,01/01/1970,244900.0,1,1.0,620,8261,1.0,0,0,3,5,620,0,1939,0,98106,47.5138,-122.36399999999999,1180,8244
12295,12295,12407,1446401290,01/01/1970,214950.0,3,1.0,1400,6600,1.0,0,0,3,6,1280,120,1954,0,98168,47.4845,-122.331,1730,6600
12296,12296,12408,8010100135,01/01/1970,580000.0,3,1.5,1800,6250,1.0,0,0,3,8,1420,380,1947,0,98116,47.5778,-122.389,1800,5625
12297,12297,12409,8899000140,01/01/1970,263000.0,3,1.5,1300,7885,1.0,0,0,3,7,1300,0,1968,0,98055,47.4556,-122.209,1840,7600
12298,12298,12410,2172000570,01/01/1970,317000.0,5,2.5,2360,11375,1.0,0,0,4,7,1180,1180,1962,0,98178,47.4875,-122.255,1160,7800
12299,12299,12411,1471701200,01/01/1970,302000.0,4,3.0,3320,13500,1.0,0,0,3,7,1750,1570,1963,0,98059,47.4596,-122.065,1830,13800
12300,12300,12412,9808700370,01/01/1970,899000.0,3,1.0,1480,6978,2.0,0,0,4,8,1480,0,1949,1985,98004,47.6497,-122.21700000000001,2660,13062
12301,12301,12413,904000045,01/01/1970,1290000.0,3,2.5,2190,11394,1.0,0,0,3,8,1550,640,1956,0,98199,47.6685,-122.40899999999999,2190,9540
12302,12302,12414,7680400140,01/01/1970,710000.0,3,3.25,3740,136915,2.5,0,0,3,11,3100,640,1990,0,98166,47.4549,-122.363,2400,16104
12303,12303,12415,3291800140,01/01/1970,230000.0,3,1.0,1360,9310,1.0,0,0,4,7,1020,340,1980,0,98056,47.4901,-122.185,1480,8330
12304,12304,12416,3624039074,01/01/1970,430000.0,3,1.0,1210,5200,1.0,0,0,3,6,1210,0,1941,0,98126,47.53100000000001,-122.37299999999999,890,5200
12305,12305,12417,98001070,01/01/1970,1170000.0,5,4.25,4610,13252,2.0,0,4,3,11,4610,0,2004,0,98075,47.5878,-121.969,4400,15154
12306,12306,12418,5100402767,01/01/1970,397000.0,3,1.0,860,6380,1.5,0,0,4,7,860,0,1927,0,98115,47.6942,-122.315,1250,6380
12307,12307,12419,2826049070,01/01/1970,595000.0,3,2.5,2250,8300,2.0,0,0,3,8,2250,0,2003,0,98125,47.7174,-122.30799999999999,1790,7626
12308,12308,12420,9414610240,01/01/1970,485000.0,3,1.75,2030,10089,1.0,0,0,4,8,1330,700,1976,0,98027,47.5217,-122.05,2030,9827
12309,12309,12421,4019301160,01/01/1970,755000.0,5,2.5,3260,24300,1.5,0,1,4,8,2310,950,1950,0,98155,47.7587,-122.274,2390,32057
12310,12310,12423,1217000340,01/01/1970,340000.0,3,1.0,1840,8100,1.0,0,0,4,7,920,920,1953,0,98166,47.455,-122.35,1250,8100
12311,12311,12424,8081650400,01/01/1970,236000.0,4,2.75,2000,5827,2.0,0,0,3,7,2000,0,1997,0,98038,47.3629,-122.02600000000001,1710,6929
12312,12312,12425,9465910310,01/01/1970,550000.0,4,2.5,2810,7549,2.0,0,0,3,9,2810,0,1992,0,98072,47.7441,-122.17299999999999,2750,7642
12313,12313,12426,9468200163,01/01/1970,680000.0,3,2.0,1780,5720,1.0,0,0,5,7,980,800,1925,0,98103,47.6794,-122.351,1620,5050
12314,12314,12427,305000310,01/01/1970,630000.0,4,2.5,2540,8706,2.0,0,0,3,9,2540,0,1997,0,98075,47.5855,-122.031,2540,6239
12315,12315,12428,2624049035,01/01/1970,560000.0,3,2.0,2340,3477,1.0,0,1,5,7,1170,1170,1971,0,98118,47.54,-122.26700000000001,2110,6300
12316,12316,12429,8098400135,01/01/1970,385000.0,3,2.0,1480,6600,1.0,0,2,3,7,740,740,1943,0,98146,47.5081,-122.385,1250,7300
12317,12317,12430,2291400342,01/01/1970,280000.0,3,2.25,1358,1141,3.0,0,0,3,7,1358,0,2007,0,98133,47.7052,-122.346,1358,1196
12318,12318,12431,4051110240,01/01/1970,225000.0,3,2.5,1750,7490,1.0,0,0,4,7,1180,570,1979,0,98042,47.3746,-122.149,1570,7490
12319,12319,12432,3024059078,01/01/1970,610000.0,4,1.75,1830,29110,2.0,0,0,3,8,1230,600,1990,0,98040,47.5449,-122.215,3630,16488
12320,12320,12433,3182100105,01/01/1970,592500.0,3,2.0,1170,6750,1.0,0,0,5,7,800,370,1947,0,98115,47.6752,-122.281,1330,6750
12321,12321,12434,6705850140,01/01/1970,750000.0,4,2.75,3170,7634,2.0,0,0,3,10,3170,0,1992,0,98075,47.5774,-122.054,2940,7846
12322,12322,12435,8651442440,01/01/1970,164000.0,4,1.0,1530,4875,2.0,0,0,3,7,1530,0,1977,0,98042,47.3638,-122.09100000000001,1470,4875
12323,12323,12436,3432500765,01/01/1970,320000.0,2,1.0,1100,8281,1.0,0,0,4,7,1100,0,1947,0,98155,47.7414,-122.315,1510,8281
12324,12324,12437,3905100310,01/01/1970,544000.0,4,2.5,2030,3974,2.0,0,0,3,8,2030,0,1994,0,98029,47.5692,-122.006,1780,3953
12325,12325,12438,1328330510,01/01/1970,344950.0,3,1.75,1870,7500,1.0,0,0,5,8,1320,550,1978,0,98058,47.4428,-122.134,1870,7275
12326,12326,12439,4017050260,01/01/1970,539500.0,3,2.5,3080,12476,2.0,0,0,3,10,3080,0,1990,0,98038,47.3752,-122.029,3130,13631
12327,12327,12440,2323069053,01/01/1970,420000.0,4,1.75,2480,60548,1.0,0,0,4,7,1600,880,1968,0,98027,47.4722,-122.001,2390,90169
12328,12328,12441,4022900951,01/01/1970,305000.0,2,1.0,910,22725,1.0,0,0,1,6,910,0,1926,0,98155,47.7712,-122.29899999999999,2000,14566
12329,12329,12442,6450304630,01/01/1970,229000.0,2,1.0,810,5100,1.0,0,0,3,6,810,0,1955,0,98133,47.7317,-122.34299999999999,1500,5100
12330,12330,12443,3303960060,01/01/1970,1070000.0,5,3.5,3990,9938,2.0,0,0,3,11,3990,0,2001,0,98059,47.5198,-122.156,3490,11734
12331,12331,12444,993001342,01/01/1970,397500.0,3,2.25,1430,1383,3.0,0,0,3,8,1430,0,2005,0,98103,47.6917,-122.34100000000001,1430,1347
12332,12332,12445,6743700030,01/01/1970,540000.0,4,2.0,2190,8402,2.0,0,0,4,6,2190,0,1928,0,98033,47.6944,-122.175,2210,7802
12333,12333,12446,6696800030,01/01/1970,650000.0,4,2.5,2290,10186,2.0,0,0,3,8,2290,0,1985,0,98008,47.6353,-122.124,2150,10186
12334,12334,12447,4114601580,01/01/1970,1900000.0,6,4.0,3020,13237,2.0,1,4,3,8,2840,180,1942,1983,98144,47.5924,-122.287,3680,12620
12335,12335,12448,2025079045,01/01/1970,649000.0,2,1.75,2260,280962,2.0,0,2,3,9,1890,370,2005,0,98014,47.6359,-121.94,2860,219542
12336,12336,12449,182000350,01/01/1970,287500.0,5,2.0,2020,67953,1.5,0,0,4,7,1620,400,1936,0,98178,47.4891,-122.26299999999999,1270,13198
12337,12337,12450,8082400136,01/01/1970,815000.0,4,2.75,2620,4743,1.0,0,2,4,8,1310,1310,1949,0,98117,47.6829,-122.4,1900,4764
12338,12338,12451,6352600350,01/01/1970,795000.0,2,2.5,2830,8630,2.0,0,0,3,10,2830,0,2001,0,98074,47.6481,-122.081,3190,7515
12339,12339,12452,9414610070,01/01/1970,502775.0,3,1.75,1700,9840,1.0,0,0,4,8,1200,500,1976,0,98027,47.5192,-122.046,2040,14169
12340,12340,12453,7812801125,01/01/1970,222900.0,2,1.0,1110,6411,1.0,0,0,3,6,1110,0,1944,0,98178,47.4962,-122.242,1150,6504
12341,12341,12454,1121039105,01/01/1970,399950.0,4,3.0,2150,64694,1.0,0,0,3,8,1450,700,1969,0,98023,47.3268,-122.38799999999999,2430,59612
12342,12342,12455,3591000030,01/01/1970,728000.0,4,2.5,2650,13684,2.0,0,0,3,9,2650,0,1994,0,98052,47.6278,-122.10799999999999,2650,12032
12343,12343,12456,2386000240,01/01/1970,850000.0,5,3.5,3870,65556,2.0,0,0,3,10,3870,0,1994,0,98053,47.6403,-121.992,4290,67019
12344,12344,12457,4254000060,01/01/1970,525000.0,4,2.75,2530,17856,2.0,0,0,3,8,2530,0,1998,0,98019,47.7356,-121.959,2530,14640
12345,12345,12458,6623400193,01/01/1970,257000.0,3,1.0,1450,7850,1.5,0,0,5,7,1450,0,1910,0,98055,47.4299,-122.199,1360,10400
12346,12346,12459,8944550140,01/01/1970,433500.0,3,2.5,2200,3360,2.0,0,0,3,8,2200,0,2009,0,98118,47.5418,-122.287,2130,3423
12347,12347,12460,2730500140,01/01/1970,314950.0,4,1.75,1890,9623,1.0,0,0,4,7,1290,600,1969,0,98001,47.2901,-122.279,1510,9711
12348,12348,12461,5490210510,01/01/1970,500000.0,3,1.75,1530,14633,1.0,0,0,3,7,1100,430,1977,0,98052,47.6949,-122.119,1780,8100
12349,12349,12462,8718500560,01/01/1970,300000.0,3,1.5,1590,8911,1.0,0,0,3,7,1590,0,1956,0,98028,47.7394,-122.25200000000001,1590,9625
12350,12350,12463,8651520160,01/01/1970,645000.0,4,2.5,2690,18653,2.0,0,0,3,8,2690,0,1985,0,98074,47.6449,-122.059,2230,9744
12351,12351,12464,2868900160,01/01/1970,222500.0,3,1.0,990,10125,1.0,0,0,3,7,990,0,1972,0,98042,47.3422,-122.089,1360,10125
12352,12352,12465,8062900030,01/01/1970,275000.0,3,1.75,1300,8099,1.0,0,0,4,7,1080,220,1976,0,98056,47.5026,-122.17200000000001,1270,8099
12353,12353,12466,3336000626,01/01/1970,498000.0,3,1.5,1720,6570,1.5,0,0,4,8,1720,0,1909,0,98118,47.5284,-122.265,1360,6000
12354,12354,12467,3226059083,01/01/1970,800000.0,3,1.75,2080,75794,1.0,0,0,3,7,2080,0,1958,0,98033,47.7018,-122.189,1870,11020
12355,12355,12468,7212660960,01/01/1970,297000.0,3,2.5,1840,8234,2.0,0,0,3,8,1840,0,1994,0,98003,47.266999999999996,-122.31200000000001,1940,7601
12356,12356,12469,1180007375,01/01/1970,625000.0,5,3.5,4010,6000,2.0,0,3,3,9,2560,1450,1997,0,98178,47.4928,-122.229,2440,6000
12357,12357,12470,1150900060,01/01/1970,770000.0,4,2.5,3560,6187,2.0,0,0,3,9,3560,0,2003,0,98029,47.5593,-122.016,3190,6981
12358,12358,12471,9528102110,01/01/1970,517000.0,3,2.25,1640,4635,1.5,0,0,3,8,1540,100,1930,0,98115,47.6793,-122.319,1530,4635
12359,12359,12472,1172000150,01/01/1970,238000.0,1,1.0,530,6350,1.0,0,0,5,5,530,0,1941,0,98103,47.6946,-122.35700000000001,1200,6350
12360,12360,12473,1523049115,01/01/1970,234550.0,3,1.0,1990,15375,1.0,0,0,3,7,1140,850,1946,0,98168,47.4778,-122.288,1160,10236
12361,12361,12474,4222310410,01/01/1970,230500.0,3,2.25,1690,7245,1.0,0,1,3,7,1160,530,1973,0,98003,47.3505,-122.305,1690,6720
12362,12362,12475,2568300210,01/01/1970,585000.0,5,2.5,2670,16777,1.5,0,0,4,7,1620,1050,1920,0,98125,47.7015,-122.301,1610,8227
12363,12363,12476,3131201320,01/01/1970,733000.0,4,1.75,1930,3876,1.5,0,0,5,7,1450,480,1924,0,98105,47.6604,-122.324,1280,3825
12364,12364,12477,1982201255,01/01/1970,357950.0,2,1.0,810,3880,1.0,0,0,3,7,810,0,1952,0,98107,47.6631,-122.365,900,4365
12365,12365,12478,125039025,01/01/1970,530000.0,3,1.75,1550,3680,1.0,0,0,3,7,1050,500,1927,0,98117,47.6817,-122.36,1560,4000
12366,12366,12479,5379805121,01/01/1970,377500.0,4,2.5,2640,10720,2.0,0,0,3,8,2640,0,1999,0,98188,47.4485,-122.27799999999999,1680,10018
12367,12367,12480,7853302520,01/01/1970,475000.0,4,2.5,2320,10046,2.0,0,0,3,7,2320,0,2006,0,98065,47.5406,-121.887,2320,5253
12368,12368,12481,1921069101,01/01/1970,399000.0,3,1.75,2170,73616,1.0,0,0,3,7,2170,0,2008,0,98092,47.2881,-122.086,1710,297514
12369,12369,12482,9276202160,01/01/1970,660000.0,3,2.0,2080,5750,1.0,0,0,5,7,1040,0,1926,0,98116,47.5791,-122.39200000000001,1710,4830
12370,12370,12483,4037500230,01/01/1970,400000.0,5,2.25,2070,10488,1.0,0,0,4,7,1080,990,1958,0,98008,47.6095,-122.12200000000001,1740,9225
12371,12371,12484,1982201345,01/01/1970,440000.0,2,1.0,800,4850,1.0,0,0,4,7,800,0,1944,0,98107,47.6639,-122.36399999999999,1150,4365
12372,12372,12485,5469500180,01/01/1970,366400.0,4,2.25,2040,14383,1.0,0,0,4,8,1270,770,1977,0,98042,47.3849,-122.163,2030,11500
12373,12373,12486,1088810040,01/01/1970,627250.0,4,2.5,2830,10677,2.0,0,0,3,9,2830,0,1993,0,98011,47.742,-122.208,2970,9619
12374,12374,12487,2117700085,01/01/1970,375950.0,3,1.75,1480,7560,1.0,0,0,3,6,1100,380,1920,1985,98117,47.6985,-122.36399999999999,1510,7250
12375,12375,12488,9211500730,01/01/1970,162000.0,3,2.25,1810,6750,1.0,0,0,3,7,1280,530,1978,0,98023,47.2976,-122.37700000000001,1690,7770
12376,12376,12489,4083801395,01/01/1970,780000.0,3,2.75,1970,2600,2.5,0,0,3,8,1970,0,1924,1994,98103,47.663000000000004,-122.335,1680,3120
12377,12377,12490,9274201006,01/01/1970,705000.0,4,2.5,2650,4316,1.5,0,0,3,8,1520,1130,1905,2013,98116,47.5866,-122.389,1690,5625
12378,12378,12491,7205800040,01/01/1970,450000.0,4,2.5,2820,15233,1.0,0,2,4,9,1820,1000,1972,0,98003,47.3426,-122.321,2560,11998
12379,12379,12492,3276180210,01/01/1970,311000.0,3,2.75,1400,7880,1.0,0,0,3,7,1000,400,1981,0,98056,47.5095,-122.193,1400,7279
12380,12380,12493,3904900530,01/01/1970,485000.0,3,2.5,1580,6065,2.0,0,0,3,8,1580,0,1985,0,98029,47.5692,-122.021,1770,6700
12381,12381,12494,9560800040,01/01/1970,485000.0,3,2.5,1800,11034,2.0,0,0,4,8,1800,0,1987,0,98072,47.7558,-122.14200000000001,1940,8900
12382,12382,12495,5249801411,01/01/1970,725000.0,5,3.75,3360,6000,2.0,0,0,3,8,2640,720,1963,1999,98118,47.558,-122.277,1930,6000
12383,12383,12496,3750603492,01/01/1970,185000.0,3,1.0,1510,17040,1.0,0,0,4,6,1510,0,1975,0,98001,47.2649,-122.285,1520,14000
12384,12384,12497,249000180,01/01/1970,1890000.0,4,4.25,4285,9345,2.0,0,0,3,10,4285,0,2013,0,98004,47.6332,-122.199,1570,8994
12385,12385,12498,1796370180,01/01/1970,260000.0,3,2.25,1610,7423,2.0,0,0,4,7,1610,0,1990,0,98042,47.3713,-122.09100000000001,1530,8102
12386,12386,12499,6699940120,01/01/1970,356000.0,4,2.5,2470,5074,2.0,0,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5078
12387,12387,12500,3830210230,01/01/1970,225205.0,3,1.0,1200,7220,1.0,0,0,3,6,1200,0,1977,0,98030,47.3746,-122.18299999999999,1200,7200
12388,12388,12501,9144100158,01/01/1970,445000.0,3,1.0,1260,8910,1.0,0,0,4,7,1260,0,1949,0,98117,47.7,-122.375,1560,8910
12389,12389,12502,3332500636,01/01/1970,356000.0,2,1.0,920,4095,1.0,0,0,4,6,920,0,1914,0,98118,47.5484,-122.27799999999999,1460,4945
12390,12390,12503,5315100476,01/01/1970,760250.0,5,2.75,2540,8250,1.0,0,0,4,7,1440,1100,1953,0,98040,47.5875,-122.24,2540,11000
12391,12391,12504,8682260610,01/01/1970,572000.0,2,2.0,1870,5143,1.0,0,0,3,8,1870,0,2005,0,98053,47.7142,-122.03299999999999,1810,5143
12392,12392,12505,5700004525,01/01/1970,970000.0,3,2.25,3060,9950,1.5,0,2,4,9,1810,1250,1930,0,98144,47.57899999999999,-122.28399999999999,4950,10655
12393,12393,12506,3303950220,01/01/1970,348450.0,4,2.5,1950,8628,2.0,0,0,3,8,1950,0,1994,0,98038,47.3817,-122.035,2210,9019
12394,12394,12507,7399800150,01/01/1970,535500.0,3,1.5,1730,40250,2.0,0,0,4,8,1730,0,1983,0,98072,47.7499,-122.111,1730,36250
12395,12395,12508,1454600256,01/01/1970,710000.0,5,2.5,2570,9600,1.0,0,2,3,8,1620,950,1956,0,98125,47.7216,-122.28200000000001,2680,9900
12396,12396,12509,629000730,01/01/1970,745000.0,3,1.75,1490,9800,1.0,0,0,4,7,1140,350,1947,0,98004,47.583999999999996,-122.198,2310,9800
12397,12397,12510,7520400040,01/01/1970,355000.0,4,2.5,2040,8265,2.0,0,0,3,7,2040,0,1996,0,98146,47.4973,-122.34100000000001,2160,8265
12398,12398,12511,2799800180,01/01/1970,333000.0,4,2.5,2690,5505,2.0,0,0,3,8,2690,0,2004,0,98042,47.3666,-122.119,2690,5505
12399,12399,12512,2025701530,01/01/1970,282000.0,3,2.5,1610,6000,2.0,0,0,4,7,1610,0,1993,0,98038,47.349,-122.036,1570,6000
12400,12400,12513,1794501415,01/01/1970,840500.0,3,2.0,2520,5400,1.5,0,0,4,8,1410,1110,1906,0,98119,47.6365,-122.361,1960,5400
12401,12401,12514,4038500330,01/01/1970,432000.0,3,1.75,1550,8134,1.0,0,0,4,7,1550,0,1959,0,98008,47.6136,-122.12100000000001,1360,8000
12402,12402,12515,9297301065,01/01/1970,625000.0,3,1.0,1800,4800,1.0,0,2,4,9,900,900,1927,0,98126,47.5672,-122.37200000000001,1400,4800
12403,12403,12516,985000833,01/01/1970,209977.0,3,1.0,1170,6134,1.0,0,0,4,7,1170,0,1948,0,98168,47.4941,-122.31200000000001,1440,9823
12404,12404,12517,3353400120,01/01/1970,174000.0,2,1.0,900,13531,1.0,0,0,3,6,900,0,1979,0,98001,47.2616,-122.251,1767,8308
12405,12405,12518,8860310120,01/01/1970,740000.0,4,2.0,2800,8540,1.0,0,0,4,8,1730,1070,1977,0,98052,47.6869,-122.126,2470,9400
12406,12406,12519,9547200790,01/01/1970,518000.0,3,1.75,1830,4500,1.5,0,0,4,7,1830,0,1909,0,98115,47.676,-122.30799999999999,1830,4080
12407,12407,12520,9136103026,01/01/1970,539000.0,3,1.75,1380,3225,1.0,0,0,4,7,940,440,1915,0,98103,47.6652,-122.338,1250,3750
12408,12408,12521,5710600620,01/01/1970,575000.0,3,2.75,1990,9600,1.0,0,0,3,8,1530,460,1978,0,98027,47.532,-122.05,2170,10400
12409,12409,12522,6003001999,01/01/1970,530000.0,2,1.75,1170,976,2.0,0,0,3,9,780,390,2010,0,98102,47.6192,-122.316,1280,1183
12410,12410,12523,922059020,01/01/1970,242025.0,4,1.75,1400,54014,1.5,0,0,4,7,1400,0,1935,0,98031,47.4153,-122.184,1910,8523
12411,12411,12524,644200065,01/01/1970,1030000.0,4,2.5,2620,11200,1.0,0,0,4,8,1770,850,1962,0,98004,47.5876,-122.193,2360,11200
12412,12412,12525,6929602390,01/01/1970,230000.0,3,1.0,880,7500,1.0,0,0,3,7,880,0,1978,0,98198,47.3837,-122.307,880,7500
12413,12413,12526,7399000230,01/01/1970,350000.0,4,2.5,2260,7500,1.0,0,0,3,8,1460,800,1965,0,98055,47.4645,-122.196,2260,7500
12414,12414,12527,3885805300,01/01/1970,595000.0,3,1.0,1300,11520,1.0,0,0,3,6,1300,0,1958,0,98033,47.6829,-122.195,1440,8064
12415,12415,12528,200800330,01/01/1970,440000.0,3,1.75,1450,6829,1.0,0,0,3,8,1450,0,1983,0,98052,47.7222,-122.10799999999999,1950,7622
12416,12416,12529,6819100330,01/01/1970,550000.0,3,1.0,1110,6000,1.0,0,0,3,7,1110,0,1904,0,98109,47.6461,-122.35700000000001,1460,6000
12417,12417,12530,1338600175,01/01/1970,940000.0,4,2.25,1890,5940,1.0,0,1,3,9,1470,420,1963,0,98112,47.6316,-122.303,2430,5940
12418,12418,12531,8728100781,01/01/1970,375000.0,3,1.5,1100,1751,2.0,0,0,3,8,940,160,2007,0,98144,47.5927,-122.306,1380,1751
12419,12419,12532,871000515,01/01/1970,567500.0,2,1.5,1350,4592,1.0,0,0,3,7,1070,280,1939,0,98199,47.6511,-122.405,1610,5102
12420,12420,12533,6446200175,01/01/1970,735000.0,3,2.5,3020,50800,1.0,0,0,5,8,1510,1510,1968,0,98029,47.5529,-122.02600000000001,2400,27135
12421,12421,12534,7889600230,01/01/1970,114000.0,2,1.0,730,5200,1.0,0,0,3,6,730,0,1928,0,98146,47.4943,-122.337,1220,6240
12422,12422,12535,2652500210,01/01/1970,608000.0,2,1.0,1390,3600,1.0,0,0,4,7,1010,380,1913,0,98119,47.6422,-122.36,1590,3600
12423,12423,12536,7302000210,01/01/1970,442500.0,3,1.5,2710,47419,1.5,0,0,3,7,2170,540,1980,0,98053,47.6522,-121.96600000000001,2130,48144
12424,12424,12537,6450301530,01/01/1970,381800.0,4,2.0,1530,5250,1.0,0,0,3,7,1110,420,1981,0,98133,47.7336,-122.339,1100,5250
12425,12425,12538,7905200230,01/01/1970,330000.0,3,2.0,2170,3978,1.0,0,0,5,7,1340,0,1919,0,98116,47.57100000000001,-122.391,1350,4680
12426,12426,12539,1049010620,01/01/1970,90000.0,2,1.0,790,2640,1.0,0,0,3,7,790,0,1973,0,98034,47.7351,-122.178,1310,2064
12427,12427,12540,9284802825,01/01/1970,312000.0,2,1.75,1160,8625,1.0,0,0,4,6,1160,0,1941,0,98106,47.5509,-122.366,960,5750
12428,12428,12541,3782100145,01/01/1970,339000.0,3,1.0,1080,8100,1.0,0,0,4,7,1080,0,1955,0,98155,47.777,-122.307,1080,8100
12429,12429,12542,8731951490,01/01/1970,313000.0,3,1.75,2190,8000,1.0,0,0,4,8,2190,0,1967,0,98023,47.3098,-122.381,1980,8000
12430,12430,12543,9202650210,01/01/1970,618080.0,3,2.5,2030,6500,2.0,0,0,3,8,2030,0,1988,0,98027,47.5654,-122.09200000000001,2030,8485
12431,12431,12544,2473450870,01/01/1970,325000.0,3,2.25,2480,8755,2.0,0,0,3,8,2480,0,1979,0,98058,47.4543,-122.125,2280,9940
12432,12432,12545,2899200040,01/01/1970,242000.0,4,1.0,2240,7620,1.0,0,0,3,7,1120,1120,1966,0,98146,47.5089,-122.346,1080,7620
12433,12433,12546,2644900149,01/01/1970,364000.0,2,1.5,1650,7311,1.0,0,0,3,7,860,790,1978,0,98133,47.7772,-122.35700000000001,1660,7255
12434,12434,12547,952005000,01/01/1970,545000.0,3,1.75,1700,5750,1.5,0,2,5,7,1450,250,1925,0,98126,47.5643,-122.38,1700,5750
12435,12435,12548,7298030210,01/01/1970,445000.0,3,2.5,2790,16173,2.0,0,0,3,10,2790,0,1988,0,98023,47.3043,-122.34299999999999,2890,11632
12436,12436,12549,3760500730,01/01/1970,1090000.0,4,2.75,3010,10830,2.0,0,3,4,9,3010,0,1980,0,98034,47.7005,-122.23200000000001,3010,10650
12437,12437,12550,1562000120,01/01/1970,660000.0,4,2.5,2550,10000,1.0,0,0,3,8,1290,1260,1964,0,98007,47.6208,-122.141,2270,8640
12438,12438,12551,9290850760,01/01/1970,845000.0,4,2.5,2880,35610,1.0,0,0,3,10,2880,0,1989,0,98052,47.6911,-122.054,3460,35610
12439,12439,12552,272000220,01/01/1970,417000.0,4,2.0,2090,4000,1.0,0,0,3,6,1060,1030,1907,0,98144,47.5893,-122.29899999999999,1590,4000
12440,12440,12553,418000145,01/01/1970,213800.0,2,1.0,740,5200,1.0,0,0,4,5,740,0,1952,0,98056,47.4934,-122.17299999999999,750,5200
12441,12441,12554,3560800040,01/01/1970,400000.0,2,1.75,960,6200,1.0,0,0,4,7,960,0,1946,0,98136,47.5551,-122.396,1000,6000
12442,12442,12555,1139000035,01/01/1970,759950.0,4,3.5,2100,7560,2.0,0,0,5,8,2100,0,2005,0,98133,47.7076,-122.35600000000001,1250,7560
12443,12443,12556,6681500150,01/01/1970,990000.0,4,2.5,2540,5930,2.0,0,0,3,9,2540,0,2003,0,98199,47.6451,-122.387,1400,4000
12444,12444,12557,2330000035,01/01/1970,710000.0,3,1.75,1650,10250,1.0,0,0,5,8,1650,0,1963,0,98005,47.6118,-122.169,2400,10250
12445,12445,12558,3095000040,01/01/1970,315000.0,1,0.75,770,4600,1.0,0,0,4,6,770,0,1910,0,98126,47.5565,-122.37700000000001,1550,4600
12446,12446,12559,3343300065,01/01/1970,515000.0,4,2.5,2280,14810,1.0,0,0,5,8,1500,780,1977,0,98056,47.5392,-122.186,2690,12196
12447,12447,12560,375000230,01/01/1970,638000.0,3,2.0,1660,3729,1.0,0,0,5,7,970,690,1922,0,98116,47.5741,-122.414,1560,3729
12448,12448,12561,7663700772,01/01/1970,370000.0,4,2.0,2020,8100,1.5,0,0,4,7,1160,860,1946,0,98125,47.7307,-122.29700000000001,1840,8680
12449,12449,12562,302000065,01/01/1970,184000.0,3,1.0,970,14850,1.0,0,0,3,7,970,0,1968,0,98001,47.3251,-122.26799999999999,1410,14850
